2025-04-07T04:49:04.896943099+00:00,1542.44
2025-04-07T04:49:15.156215676+00:00,1542.44
2025-04-07T04:50:26.710246061+00:00,1541.02
2025-04-07T04:50:36.945352952+00:00,1541.02
2025-04-07T04:51:48.496111069+00:00,1537.91
2025-04-07T04:51:58.796446251+00:00,1537.91
2025-04-07T04:52:09.046912617+00:00,1537.71
2025-04-07T04:53:20.847495623+00:00,1536.79
2025-04-07T04:53:31.077293892+00:00,1536.79
2025-04-07T04:54:42.594225916+00:00,1537.13
2025-04-07T04:54:52.909343194+00:00,1537.13
2025-04-07T04:55:03.153410335+00:00,1537.13
2025-04-07T04:56:14.651026685+00:00,1540
2025-04-07T04:56:24.902161101+00:00,1540
2025-04-07T04:57:36.523360859+00:00,1541.18
2025-04-07T04:57:46.760828820+00:00,1541.18
2025-04-07T05:08:33.838072626+00:00,1541.65
2025-04-07T05:08:44.030521277+00:00,1541.65
2025-04-07T05:08:54.223781361+00:00,1541.65
2025-04-07T05:09:04.418266150+00:00,1541.65
